Name,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Genus,Species,Population size,Life span,Top speed,Weight,Height,Length,Attributes,Distribution,Habits,Diet,Mating_Habits,Population
Baird's sparrow,Animalia,Chordata,,Aves,Passeriformes,,Passerellidae,Passerculus,Centronyx bairdii,,,,17-21 g,,12 cm,"Diurnal,Carnivore,Insectivores,Zoochory,Pollinator,Terrestrial,Territorial,Serial monogamy,Migrating,starts with","{'Geography': {'Continents': 'North America', 'Countries': 'Mexico, Canada, United States', 'Biogeographical realms': 'Nearctic'}, 'Biome': ['Agricultural', 'Anthropogenic biome', 'Grassland'], 'Climate': ['Temperate']}",{},,"{'Mating behavior': 'Serial monogamy', 'Independent age': '8 to 11 days'}","{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Dusky lory,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Pseudeos,Pseudeos fuscata,,,,,,,"Terrestrial,Migrating,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Anthropogenic biome', 'Forest', 'Savanna', 'Shrubland'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Migrating', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Tawny pipit,Animalia,Chordata,,Aves,Passeriformes,,Motacillidae,Anthus,Anthus campestris,,,,,,,"Terrestrial,Migrating,starts with","{'Geography': {'Continents': 'Europe, Asia, Africa', 'Countries': 'China, Mongolia, Spain, Portugal, France, Finland, United Kingdom, Albania, Austria, Belgium,', 'Regions': 'Bosnia and Herzegovina, Bulgaria, Croatia, Denmark, Estonia, Germany, Greece,  Hungary, Italy, Latvia, Lithuania, Luxembourg, Malta, Monaco, Montenegro, Netherlands, Poland, Romania, San Marino, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Algeria, Egypt, Libya, Morocco, Tunisia, Belarus, Moldova, Russia, Ukraine, India, Bangladesh, Burkina Faso, Chad, Djibouti, Eritrea, Ethiopia, Gambia, Ghana,  Guinea-Bissau, Kenya, Mali, Mauritania, Niger, Nigeria, Senegal, Somalia, South Sudan, Sudan, Yemen, Afghanistan, Armenia, Azerbaijan, Bahrain, Cyprus, Georgia, Iran, Iraq, Israel, Jordan, Kazakhstan, Kuwait, Kyrgyzstan, Lebanon, Oman, Pakistan, Palestine, Qatar, Saudi Arabia, Syria, Tajikistan, Turkey, Turkmenistan, United Arab Emirates, Uzbekistan, Czech Republic, Macedonia', 'Biogeographical realms': 'Gibraltar'}, 'Biome': ['Anthropogenic biome', 'Grassland', 'Savanna', 'Shrubland', 'Coastal', 'Marine'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Migrating', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Buller's albatross,Animalia,Chordata,,Aves,Procellariiformes,,Diomedeidae,Thalassarche,Thalassarche bulleri,,,,,,,"Terrestrial,Congregatory,Social,Migrating,starts with","{'Geography': {'Continents': 'South America', 'Countries': 'Australia, New Zealand, Chile, Peru', 'Biogeographical realms': 'Australasian, Neotropical'}, 'Biome': ['Forest', 'Grassland', 'Neritic zone', 'Oceanic pelagic zone', 'Shrubland', 'Coastal', 'Marine'], 'Climate': []}","{'Lifestyle': 'Terrestrial, Congregatory,  Migrating', 'Seasonal behavior': 'Your browser does not support the audio element.', ""Bird's call"": ''}",,{},"{'Population trend': 'Stable', 'Population status': 'Near Threatened (NT)'}"
Floreana mockingbird,Animalia,Chordata,,Aves,Passeriformes,,Mimidae,Mimus,Mimus trifasciatus,,,,,,,"Terrestrial,Oviparous,Not a migrant,starts with","{'Geography': {'Continents': 'South America', 'Countries': 'Ecuador', 'Islands': 'Galápagos', 'Biogeographical realms': 'Neotropical'}, 'Biome': ['Shrubland'], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Endangered (EN)'}"
Spotted wood owl,Animalia,Chordata,,Aves,Strigiformes,,Strigidae,Strix,Strix seloputo,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Anthropogenic biome', 'Forest'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Buff-faced pygmy parrot,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Micropsitta,Micropsitta pusio,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Anthropogenic biome', 'Forest', 'Savanna', 'Wetlands '], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Green warbler-finch,Animalia,Chordata,,Aves,Passeriformes,,Thraupidae,Certhidea,Certhidea olivacea,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': 'South America', 'Countries': 'Ecuador', 'Biogeographical realms': 'Neotropical'}, 'Biome': ['Anthropogenic biome', 'Forest', 'Shrubland'], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Vulnerable (VU)'}"
Richard's pipit,Animalia,Chordata,,Aves,Passeriformes,,Motacillidae,Anthus,Anthus richardi,,,,,,,"Terrestrial,Migrating,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Anthropogenic biome', 'Grassland'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Migrating', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Chestnut-winged cuckoo,Animalia,Chordata,,Aves,Cuculiformes,,Cuculidae,Clamator,Clamator coromandus,,,,,,,"Terrestrial,Migrating,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Anthropogenic biome', 'Forest', 'Savanna', 'Shrubland'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Migrating', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Elegant quail,Animalia,Chordata,,Aves,Galliformes,,Odontophoridae,Callipepla,Callipepla douglasii,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': 'North America', 'Countries': 'Mexico', 'Biogeographical realms': 'Nearctic'}, 'Biome': ['Anthropogenic biome', 'Forest', 'Shrubland'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Increasing', 'Population status': 'Least concern (LC)'}"
Pallas's sandgrouse,Animalia,Chordata,,Aves,Pterocliformes,,Pteroclidae,Syrrhaptes,Syrrhaptes paradoxus,,,,,,,"Terrestrial,Migrating,starts with","{'Geography': {'Continents': 'Asia', 'Countries': 'China, Mongolia, Russia, Kazakhstan,  Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekistan', 'Biogeographical realms': 'Palearctic'}, 'Biome': ['Anthropogenic biome', 'Shrubland'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Migrating', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Grey fantail,Animalia,Chordata,,Aves,Passeriformes,,Rhipiduridae,Rhipidura,Rhipidura albiscapa,,,,,,,"Terrestrial,Migrating,starts with","{'Geography': {'Countries': ''}, 'Biome': ['Anthropogenic biome', 'Forest', 'Savanna', 'Shrubland'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Migrating', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
Rock kestrel,Animalia,Chordata,,Aves,Falconiformes,,Falconidae,Falco,Falco rupicolus,,,,,,,starts with,"{'Geography': {'Countries': ''}, 'Biome': [], 'Climate': []}","{'Lifestyle': '', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},{}
Cattle tyrant,Animalia,Chordata,,Aves,Passeriformes,,Tyrannidae,Machetornis,Machetornis rixosa,,,,,,,"Terrestrial,Migrating,starts with","{'Geography': {'Continents': 'South America, North America', 'Countries': 'Panama, Argentina, Bolivia, Brazil, Colombia, Paraguay, Uruguay, Venezuela', 'Biogeographical realms': 'Neotropical'}, 'Biome': ['Anthropogenic biome', 'Intertidal zone', 'Savanna', 'Marine'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Migrating', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Maghreb magpie,Animalia,Chordata,,Aves,Passeriformes,,Corvidae,Pica,Pica mauritanica,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': 'Europe, Africa', 'Countries': 'Spain, Algeria, Morocco, Tunisia, Western Sahara', 'Biogeographical realms': 'Palearctic'}, 'Biome': ['Anthropogenic biome', 'Forest', 'Grassland', 'Rocky areas ', 'Shrubland'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Purple-crowned lorikeet,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Glossopsitta,Parvipsitta porphyrocephala,,,,,,,"Terrestrial,Nomadic,starts with","{'Geography': {'Countries': 'Australia', 'Biogeographical realms': 'Australasian'}, 'Biome': ['Anthropogenic biome', 'Forest', 'Savanna'], 'Climate': []}","{'Lifestyle': 'Terrestrial, Nomadic,', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Decreasing', 'Population status': 'Least concern (LC)'}"
Star finch,Animalia,Chordata,,Aves,Passeriformes,,Estrildidae,Neochmia,Bathilda ruficauda,,,,,,,"Omnivore,Terrestrial,Congregatory,Social,Not a migrant,starts with","{'Geography': {'Countries': ''}, 'Biome': ['Grassland', 'Freshwater', 'Anthropogenic biome', 'Savanna', 'Shrubland', 'Wetlands '], 'Climate': ['Temperate']}","{'Lifestyle': 'Terrestrial, Congregatory,', 'Seasonal behavior': 'Not a migrant'}","Omnivore,",{},"{'Population trend': 'Decreasing', 'Population status': 'Least concern (LC)'}"
Black imperial pigeon,Animalia,Chordata,,Aves,Columbiformes,,Columbidae,Ducula,Ducula melanochroa,,,,,,,"Terrestrial,Partial Migrant,starts with","{'Geography': {'Countries': ''}, 'Biome': ['Forest'], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Least concern (LC)'}"
Campbell teal,Animalia,Chordata,,Aves,Anseriformes,,Anatidae,Anas,Anas nesiotis,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Countries': ''}, 'Biome': ['Freshwater', 'Forest', 'Grassland', 'Intertidal zone', 'Wetlands ', 'Coastal'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Stable', 'Population status': 'Vulnerable (VU)'}"
Tristram's starling,Animalia,Chordata,,Aves,Passeriformes,,Sturnidae,Onychognathus,Onychognathus tristramii,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Anthropogenic biome', 'Rocky areas '], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Lord Howe woodhen,Animalia,Chordata,,Aves,Gruiformes,,Rallidae,Hypotaenidia,Hypotaenidia sylvestris,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Countries': ''}, 'Biome': ['Forest'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant'}",,{},"{'Population trend': 'Stable', 'Population status': 'Endangered (EN)'}"
ʻApapane,Animalia,Chordata,,Aves,Passeriformes,,Fringillidae,Himatione,Himatione sanguinea,,,,14.4-17 g,,13 cm,"Diurnal,Herbivore,Nectarivore,Arboreal,Island endemic,Pollinator,Terrestrial,Monogamy,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Forest', 'Rainforest'], 'Climate': ['Tropical']}","{'Lifestyle': 'Arboreal, Island endemic, Pollinator, Terrestrial,  Not a migrant', 'Seasonal behavior': 'Your browser does not support the audio element.', ""Bird's call"": ''}","Herbivore,,Nectarivore","{'Mating behavior': 'Monogamy', 'Independent age': '<4 months'}","{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Brown-headed parrot,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Poicephalus,Poicephalus cryptoxanthus,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Forest', 'Savanna'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Decreasing', 'Population status': 'Least concern (LC)'}"
Yellow-throated sparrow,Animalia,Chordata,,Aves,Passeriformes,,Passeridae,Gymnoris,Gymnoris xanthocollis,,,,,,,"Terrestrial,Partial Migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Anthropogenic biome', 'Forest', 'Shrubland'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Partial Migrant', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Red-headed myzomela,Animalia,Chordata,,Aves,Passeriformes,,Meliphagidae,Myzomela,Myzomela erythrocephala,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': 'Asia', 'Countries': 'Australia, Papua New Guinea, Indonesia', 'Biogeographical realms': 'Australasian, Indomalayan', 'Wwf biomes': 'Mangrove'}, 'Biome': ['Anthropogenic biome', 'Forest', 'Shrubland'], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Madagascan fish eagle,Animalia,Chordata,,Aves,Accipitriformes,,Accipitridae,Haliaeetus,Haliaeetus vociferoides,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': 'Africa', 'Countries': 'Madagascar', 'Biogeographical realms': 'Afrotropical'}, 'Biome': ['Freshwater', 'Forest', 'Intertidal zone', 'Neritic zone', 'Wetlands ', 'Coastal', 'Marine'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant'}",,{},"{'Population trend': 'Decreasing', 'Population status': 'Critically endangered (CR)'}"
Lawes's parotia,Animalia,Chordata,,Aves,Passeriformes,,Paradisaeidae,Parotia,Parotia lawesii,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Countries': ''}, 'Biome': ['Anthropogenic biome', 'Forest'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Red-crowned woodpecker,Animalia,Chordata,,Aves,Piciformes,,Picidae,Melanerpes,Melanerpes rubricapillus,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': 'South America, North America', 'Countries': 'Trinidad and Tobago, Costa Rica, Panama, Colombia, Guyana, Suriname, Venezuela', 'Biogeographical realms': 'Neotropical'}, 'Biome': ['Anthropogenic biome', 'Forest', 'Shrubland'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Topknot pigeon,Animalia,Chordata,,Aves,Columbiformes,,Columbidae,Lopholaimus,Lopholaimus antarcticus,,,,,,,"Terrestrial,Nomadic,starts with","{'Geography': {'Countries': ''}, 'Biome': ['Anthropogenic biome', 'Forest'], 'Climate': []}","{'Lifestyle': 'Terrestrial, Nomadic,'}",,{},"{'Population trend': 'Decreasing', 'Population status': 'Least concern (LC)'}"
Sind sparrow,Animalia,Chordata,,Aves,Passeriformes,,Passeridae,Passer,Passer pyrrhonotus,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': 'Asia', 'Countries': 'India, Iran, Pakistan', 'Biogeographical realms': 'Indomalayan, Palearctic'}, 'Biome': ['Freshwater', 'Grassland', 'Savanna', 'Shrubland', 'Wetlands '], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Great eared nightjar,Animalia,Chordata,,Aves,Caprimulgiformes,,Caprimulgidae,Lyncornis,Lyncornis macrotis,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Forest', 'Grassland', 'Shrubland'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Ultramarine flycatcher,Animalia,Chordata,,Aves,Passeriformes,,Muscicapidae,Ficedula,Ficedula superciliaris,,,,,,,"Terrestrial,Migrating,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Anthropogenic biome', 'Forest', 'Savanna'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Migrating', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
South Island robin,Animalia,Chordata,,Aves,Passeriformes,,Petroicidae,Petroica,Petroica australis,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Countries': ''}, 'Biome': ['Anthropogenic biome', 'Forest', 'Shrubland'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Decreasing', 'Population status': 'Least concern (LC)'}"
Arabian babbler,Animalia,Chordata,,Aves,Passeriformes,,Leiotrichidae,Argya,Argya squamiceps,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Anthropogenic biome', 'Grassland', 'Intertidal zone', 'Shrubland', 'Marine'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Increasing', 'Population status': 'Least concern (LC)'}"
Blue-backed parrot,Animalia,Chordata,,Aves,Psittaciformes,,Psittacidae,Tanygnathus,Tanygnathus sumatranus,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Anthropogenic biome', 'Forest', 'Savanna'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant', ""Bird's call"": 'Your browser does not support the audio element.'}",,{},"{'Population trend': 'Decreasing', 'Population status': 'Least concern (LC)'}"
Sulu hornbill,Animalia,Chordata,,Aves,Bucerotiformes,,Bucerotidae,Anthracoceros,Anthracoceros montani,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Forest'], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Critically endangered (CR)'}"
